DateTime,PropMode,Distance
20/07/2014 14:27,Es,718.2
20/07/2014 14:27,Es,731.7
20/07/2014 14:27,Es,761.6
20/07/2014 14:28,Es,813.2
20/07/2014 14:29,Es,691.3
20/07/2014 14:30,Es,731.7
20/07/2014 15:11,Es,1016
20/07/2014 16:05,Es,956.6
20/07/2014 16:23,Es,1076.3
20/07/2014 16:28,Es,849.4
20/07/2014 16:30,Es,846.9
20/07/2014 16:46,Es,1107.4
20/07/2014 16:51,Es,1029.4
20/07/2014 17:36,Es,985.1
21/07/2014 08:45,Es,1190.5
21/07/2014 08:48,Es,961.7
21/07/2014 08:53,Es,846.9
21/07/2014 08:53,Es,1060.4
21/07/2014 08:54,Es,859.8
21/07/2014 08:56,Es,849.4
21/07/2014 08:59,Es,834.6
21/07/2014 08:59,Es,1140.9
21/07/2014 09:00,Es,736
21/07/2014 09:00,Es,862.3
21/07/2014 09:00,Es,1140.9
21/07/2014 09:01,Es,1140.9
21/07/2014 09:02,Es,1140.9
21/07/2014 09:07,Es,972.5
21/07/2014 09:07,Es,1036.5
21/07/2014 09:07,Es,1036.5
21/07/2014 09:08,Es,1036.5
21/07/2014 09:09,Es,1132.7
21/07/2014 09:09,Es,1153.4
21/07/2014 09:10,Es,1153.4
21/07/2014 09:11,Es,1036.5
21/07/2014 09:15,Es,1036.4
21/07/2014 09:15,Es,1036.5
21/07/2014 09:16,Es,1208.9
21/07/2014 18:37,Es,922.1
21/07/2014 19:15,Es,776
21/07/2014 20:31,Es,1076.3
22/07/2014 18:30,Es,1160.8
22/07/2014 18:39,Es,1122
23/07/2014 18:21,Es,728.5
23/07/2014 18:22,Es,926.6
23/07/2014 18:24,Es,978.3
23/07/2014 18:26,Es,1044.2
23/07/2014 18:27,Es,936.1
23/07/2014 18:28,Es,832.8
23/07/2014 18:28,Es,1044.2
23/07/2014 18:31,Es,1054.8
23/07/2014 18:33,Es,1151.8
23/07/2014 18:35,Es,951.3
23/07/2014 18:55,Es,1122
23/07/2014 18:58,Es,1160.8
23/07/2014 19:05,Es,1017.2
23/07/2014 19:05,Es,1041.8
23/07/2014 19:06,Es,1074.1
23/07/2014 19:10,Es,927.9
23/07/2014 19:13,Es,1022
23/07/2014 19:14,Es,1037.6
23/07/2014 19:16,Es,951.3
23/07/2014 19:19,Es,889.3
23/07/2014 19:27,Es,891.2
23/07/2014 19:31,Es,845.9
23/07/2014 19:31,Es,845.9
23/07/2014 19:35,Es,924.8
23/07/2014 19:36,Es,848.8
23/07/2014 19:36,Es,848.8
23/07/2014 19:36,Es,977.8
23/07/2014 19:38,Es,937.7
23/07/2014 19:41,Es,1024.6
23/07/2014 19:44,Es,1025.1
23/07/2014 19:47,Es,763.1
23/07/2014 19:47,Es,878.3
23/07/2014 19:49,Es,1022.5
23/07/2014 19:52,Es,1069.8
23/07/2014 19:52,Es,1102.3
23/07/2014 19:53,Es,771.5
23/07/2014 19:53,Es,854.1
23/07/2014 19:53,Es,866.5
23/07/2014 19:54,Es,975.8
23/07/2014 19:59,Es,968.2
24/07/2014 14:19,Es,1053
24/07/2014 14:25,Es,961.4
24/07/2014 16:09,Es,1081.9
24/07/2014 16:10,Es,1081.9
24/07/2014 16:13,Es,1158.7
24/07/2014 16:14,Es,1225.8
24/07/2014 16:17,Es,1081.9
24/07/2014 16:17,Es,1225.8
24/07/2014 16:18,Es,1295.5
24/07/2014 17:01,Es,776
24/07/2014 17:01,Es,1253.1
24/07/2014 17:51,Es,690.2
24/07/2014 17:51,Es,820.9
24/07/2014 17:51,Es,940.9
24/07/2014 18:12,Es,654.1
24/07/2014 18:29,Es,558.1
24/07/2014 19:22,Es,1090.9
24/07/2014 19:24,Es,1182.4
24/07/2014 19:26,Es,720.1
24/07/2014 19:27,Es,966.5
24/07/2014 19:28,Es,1238
24/07/2014 19:32,Es,966.5
24/07/2014 19:34,Es,757.1
24/07/2014 19:38,Es,1200.7
24/07/2014 19:39,Es,1329.3
24/07/2014 19:41,Es,1329.3
25/07/2014 07:56,Es,1312.9
25/07/2014 08:07,Es,1028.7
25/07/2014 08:11,Es,1383.7
25/07/2014 08:17,Es,1072.8
25/07/2014 08:18,Es,1351.1
25/07/2014 08:19,Es,1088.8
25/07/2014 08:19,Es,1351.1
25/07/2014 08:20,Es,1093.8
25/07/2014 08:23,Es,931.1
25/07/2014 08:23,Es,1042.4
25/07/2014 08:24,Es,973.8
25/07/2014 08:27,Es,1090.8
25/07/2014 08:29,Es,977.8
25/07/2014 08:30,Es,977.8
25/07/2014 08:31,Es,977.8
25/07/2014 08:32,Es,977.4
25/07/2014 08:33,Es,1106.4
25/07/2014 08:34,Es,1013.3
25/07/2014 08:37,Es,955.1
25/07/2014 08:39,Es,837.7
25/07/2014 08:40,Es,1028.7
25/07/2014 08:42,Es,1021.4
25/07/2014 08:44,Es,946.8
25/07/2014 08:44,Es,1015.3
31/07/2014 11:41,Es,1168.3
31/07/2014 11:41,Es,1209.7
31/07/2014 11:41,Es,1243.5
03/08/2014 17:22,MS,875.7
08/08/2014 16:27,Es,977.8
08/08/2014 16:28,Es,977.8
08/08/2014 16:29,Es,977.4
08/08/2014 16:30,Es,715.4
08/08/2014 17:43,Es,751
08/08/2014 17:43,Es,757.3
08/08/2014 17:43,Es,909
08/08/2014 17:43,Es,909
08/08/2014 17:45,Es,908.4
08/08/2014 17:46,Es,859.1
08/08/2014 17:47,Es,813.4
08/08/2014 18:16,Es,1487.9
08/08/2014 18:30,Es,1076.3
10/08/2014 10:27,Es,1322.9
10/08/2014 11:17,Es,1021.4
11/08/2014 16:27,MS,678.5
11/08/2014 16:27,MS,890.2
12/08/2014 15:00,MS,875.7
12/08/2014 15:15,MS,875.7
12/08/2014 15:52,MS,875.7
12/08/2014 16:37,MS,678.5
12/08/2014 16:37,MS,690.2
12/08/2014 16:37,MS,820.9
12/08/2014 18:57,MS,661.9
13/08/2014 14:33,MS,527.3
14/08/2014 17:25,MS,527.3
15/08/2014 14:28,MS,527.3
16/08/2014 14:51,Es,961.4
21/08/2014 11:01,MS,701.3
21/08/2014 16:08,Es,1168.3
21/08/2014 17:22,Es,1209.7
21/08/2014 17:25,Es,1209.7
22/08/2014 11:53,Es,1016
22/08/2014 12:05,Es,853.4
22/08/2014 12:05,Es,1135.4
22/08/2014 12:06,Es,853.8
22/08/2014 12:29,Es,922.1
22/08/2014 12:48,Es,1046.3
22/08/2014 12:48,Es,1204.4
22/08/2014 12:51,Es,774.7
22/08/2014 12:51,Es,1022.3
22/08/2014 12:52,Es,774.7
22/08/2014 12:53,Es,909
22/08/2014 12:53,Es,1095.8
22/08/2014 12:54,Es,909
22/08/2014 12:56,Es,1401.3
22/08/2014 12:59,Es,909
22/08/2014 12:59,Es,1274.7
22/08/2014 12:59,Es,1327.6
22/08/2014 13:00,Es,1291.2
22/08/2014 13:01,Es,909
22/08/2014 13:01,Es,1022
22/08/2014 13:02,Es,925.6
22/08/2014 13:04,Es,1210.3
22/08/2014 13:08,Es,1076.3
22/08/2014 13:12,Es,978.3
22/08/2014 14:37,Es,1487.9
26/08/2014 09:43,Es,1077.6
26/08/2014 16:47,Es,1298.2
26/08/2014 16:51,Es,1252.9
26/08/2014 17:53,Es,1077.6
29/08/2014 07:58,Es,1064
29/08/2014 08:06,Es,1028.7
29/08/2014 08:15,Es,1113.6
31/08/2014 20:56,Tropo,108.7
31/08/2014 20:59,Tropo,304.8
31/08/2014 21:54,Tropo,135.5
01/09/2014 18:21,Tropo,160.9
03/09/2014 06:43,Tropo,180.1
03/09/2014 07:10,Tropo,149.7
04/09/2014 06:22,Tropo,304.8
08/09/2014 20:23,Tropo,269.6
08/09/2014 20:35,Tropo,180.1
20/09/2014 15:36,Es,1209.7
20/09/2014 16:07,Es,1094
22/09/2014 21:39,Tropo,304.8
22/09/2014 21:43,Tropo,160.9
22/09/2014 21:51,Tropo,180.1
26/09/2014 18:56,Es,1322.9
27/09/2014 08:45,Tropo,180.1
27/09/2014 08:47,Tropo,149.3
27/09/2014 11:05,Tropo,269.6
27/09/2014 11:13,Tropo,482.7
02/10/2014 18:28,Tropo,180.1
02/10/2014 20:46,Tropo,160.9
26/10/2014 17:43,Tropo,405.9
26/10/2014 18:09,Tropo,277.2
26/10/2014 18:10,Tropo,271.6
29/12/2014 14:16,Tropo,180.1
29/12/2014 21:01,Tropo,160.9
29/12/2014 21:07,Tropo,128.6
30/12/2014 18:19,Tropo,304.8
30/12/2014 18:20,Tropo,301.4
30/12/2014 18:28,Tropo,160.9
30/12/2014 18:31,Tropo,160.9
31/12/2014 06:15,Tropo,128.6
31/12/2014 09:39,Tropo,269.6
03/01/2015 18:11,MS,870
04/01/2015 00:04,MS,569.8
04/01/2015 00:04,MS,675.1
04/01/2015 09:22,Tropo,160.9
04/01/2015 13:00,Tropo,94.9
04/01/2015 21:04,Tropo,135.5
04/01/2015 21:13,Tropo,149.3
04/01/2015 21:16,Tropo,271.6
05/01/2015 07:16,Tropo,645.6
05/01/2015 07:20,Tropo,658.6
05/01/2015 07:23,Tropo,645.6
05/01/2015 07:28,Tropo,301.4
05/01/2015 07:35,Tropo,436.9
05/01/2015 07:55,Tropo,649.5
05/01/2015 08:01,Tropo,654.1
05/01/2015 08:07,Tropo,654.1
05/01/2015 08:11,Tropo,436.9
05/01/2015 17:53,Tropo,645.6
05/01/2015 18:06,Tropo,487.3
05/01/2015 18:23,Tropo,416.4
05/01/2015 18:34,Tropo,559.5
05/01/2015 18:46,Tropo,416.4
05/01/2015 18:47,Tropo,502.3
05/01/2015 18:55,Tropo,277.2
05/01/2015 18:58,Tropo,559.5
05/01/2015 19:01,Tropo,559.5
05/01/2015 22:38,Tropo,334.3
05/01/2015 22:41,Tropo,401.2
09/02/2015 19:00,Tropo,160.9
09/02/2015 19:01,Tropo,185.3
09/02/2015 19:02,Tropo,180.1
09/02/2015 21:34,Tropo,255.8
09/02/2015 21:40,Tropo,160.9
09/02/2015 22:04,Tropo,130.2
10/02/2015 20:03,Tropo,416.4
10/02/2015 22:11,Tropo,499.6
10/02/2015 22:23,Tropo,556
10/02/2015 22:43,Tropo,502.3
10/02/2015 22:46,Tropo,434.1
10/02/2015 22:52,Tropo,502.3
10/02/2015 23:38,Tropo,569.8
10/02/2015 23:44,Tropo,559.5
10/02/2015 23:49,Tropo,560.9
10/02/2015 23:53,Tropo,478.3
10/02/2015 23:56,Tropo,416.4
10/02/2015 23:58,Tropo,487.3
06/03/2015 22:45,Tropo,160.9
07/03/2015 09:51,Tropo,301.4
07/03/2015 09:53,Tropo,271.6
07/03/2015 10:05,Tropo,171.8
17/03/2015 21:00,Aur,1112.1
14/04/2015 17:20,Tropo,149.7
18/04/2015 20:32,Tropo,527.3
18/04/2015 20:48,Tropo,459.1
18/04/2015 21:51,Tropo,459.1
18/04/2015 21:56,Tropo,472.9
21/04/2015 03:08,MS,669.7
22/04/2015 20:33,Tropo,505.8
23/04/2015 06:27,Tropo,459.1
23/04/2015 06:41,Tropo,304.8
23/04/2015 06:42,Tropo,269.6
03/05/2015 07:50,MS,870
09/05/2015 12:13,Es,1160.8
11/05/2015 12:24,Es,1300.5
11/05/2015 12:37,Es,1300.5
11/05/2015 12:41,Es,1300.5
11/05/2015 18:38,Es,1138.4
11/05/2015 18:40,Es,933.1
11/05/2015 18:42,Es,972.6
11/05/2015 18:49,Es,1285.1
11/05/2015 18:50,Es,977.5
12/05/2015 12:25,Es,1440
14/05/2015 11:38,Es,922.1
14/05/2015 11:38,Es,1109.5
14/05/2015 16:13,Es,1187.2
14/05/2015 16:17,Es,994.7
14/05/2015 17:30,Es,1047.3
14/05/2015 17:30,Es,1107.1
15/05/2015 07:10,Es,1218.8
15/05/2015 07:23,Es,956.6
15/05/2015 07:37,Es,880.1
15/05/2015 07:39,Es,843.9
15/05/2015 07:44,Es,935.2
15/05/2015 07:48,Es,882.5
15/05/2015 07:55,Es,992.9
15/05/2015 07:58,Es,885.3
15/05/2015 07:58,Es,893.3
15/05/2015 07:58,Es,981.6
15/05/2015 08:01,Es,916.4
15/05/2015 08:04,Es,919.4
15/05/2015 08:09,Es,819.5
15/05/2015 08:09,Es,972.6
15/05/2015 08:20,Es,919.5
15/05/2015 08:27,Es,788.7
15/05/2015 08:28,Es,788.7
15/05/2015 08:38,Es,667.6
15/05/2015 08:41,Es,1374.8
16/05/2015 12:39,Es,761.6
23/05/2015 10:38,Es,848.8
24/05/2015 13:09,Es,1383.7
24/05/2015 13:10,Es,1351.1
27/05/2015 15:41,Es,1072.8
27/05/2015 15:42,Es,1122
27/05/2015 15:43,Es,1106.4
27/05/2015 15:51,Es,1028.7
27/05/2015 15:58,Es,1112.2
27/05/2015 15:59,Es,1021.4
27/05/2015 16:03,Es,993.3
27/05/2015 16:05,Es,849
27/05/2015 16:12,Es,1015.3
27/05/2015 16:13,Es,1015.3
27/05/2015 16:13,Es,1015.3
27/05/2015 16:14,Es,984
27/05/2015 16:16,Es,977.8
27/05/2015 16:17,Es,1015.3
27/05/2015 16:20,Es,980.4
27/05/2015 16:22,Es,1033.4
27/05/2015 16:22,Es,1090.8
27/05/2015 16:24,Es,1015.3
27/05/2015 16:24,Es,1088.8
27/05/2015 16:27,Es,931.1
27/05/2015 16:29,Es,844.4
27/05/2015 16:34,Es,1013.8
27/05/2015 16:35,Es,1027.7
27/05/2015 16:36,Es,1010.7
27/05/2015 16:38,Es,1015.3
27/05/2015 16:38,Es,1019.1
27/05/2015 16:40,Es,984
27/05/2015 16:40,Es,1021.4
27/05/2015 16:42,Es,984
27/05/2015 16:44,Es,1015.3
27/05/2015 16:48,Es,946.8
27/05/2015 16:49,Es,946.8
27/05/2015 16:49,Es,946.8
27/05/2015 16:49,Es,984
27/05/2015 16:49,Es,993
27/05/2015 16:49,Es,1009.4
27/05/2015 16:52,Es,916.4
27/05/2015 16:54,Es,872.7
27/05/2015 16:54,Es,907.7
27/05/2015 16:56,Es,1017
27/05/2015 16:57,Es,882.1
27/05/2015 16:57,Es,1015.3
27/05/2015 16:57,Es,1015.3
27/05/2015 16:58,Es,881.9
27/05/2015 16:58,Es,1044.7
27/05/2015 16:59,Es,1015.3
27/05/2015 16:59,Es,1019
27/05/2015 16:59,Es,1044.7
27/05/2015 17:01,Es,806.5
27/05/2015 17:01,Es,829.3
27/05/2015 17:01,Es,869.8
27/05/2015 17:03,Es,1015.3
27/05/2015 17:07,Es,849
27/05/2015 17:12,Es,849
27/05/2015 17:18,Es,1312.9
27/05/2015 17:20,Es,1069.3
27/05/2015 17:22,Es,1351.1
27/05/2015 17:24,Es,869.8
27/05/2015 17:24,Es,900.5
27/05/2015 17:24,Es,1008
27/05/2015 17:27,Es,1101.2
27/05/2015 17:29,Es,910.4
27/05/2015 17:31,Es,1010.5
27/05/2015 17:36,Es,1313
27/05/2015 17:40,Es,1351.1
27/05/2015 17:44,Es,1383.7
27/05/2015 17:47,Es,837.7
27/05/2015 17:51,,869.8
28/05/2015 12:39,MS,650.7
28/05/2015 15:25,Es,667.6
28/05/2015 15:27,Es,738.5
28/05/2015 15:27,Es,738.5
28/05/2015 15:28,Es,598
28/05/2015 15:30,Es,876.3
28/05/2015 15:30,Es,1333.5
28/05/2015 15:34,Es,581.2
28/05/2015 15:34,Es,581.2
28/05/2015 15:34,Es,703.8
28/05/2015 15:34,Es,724.7
28/05/2015 15:34,Es,769.7
28/05/2015 17:20,Es,893.3
28/05/2015 17:20,Es,1089.9
28/05/2015 17:21,Es,807
28/05/2015 17:33,Es,919.4
28/05/2015 17:33,Es,1033
28/05/2015 17:36,Es,966.2
28/05/2015 17:38,Es,907.7
28/05/2015 17:38,Es,1308.3
28/05/2015 17:39,Es,899.7
28/05/2015 17:40,Es,1036.5
28/05/2015 17:43,Es,933.1
28/05/2015 17:44,Es,831.7
28/05/2015 17:47,Es,1036.4
28/05/2015 17:47,Es,1052.4
28/05/2015 17:48,Es,1036.5
28/05/2015 17:49,Es,843.4
28/05/2015 18:24,Es,848.8
28/05/2015 18:36,Es,1028.7
28/05/2015 18:37,Es,763.1
28/05/2015 18:37,Es,769.1
28/05/2015 18:38,Es,787.6
28/05/2015 18:38,Es,822.8
28/05/2015 18:38,Es,973.8
28/05/2015 18:38,Es,1017.2
28/05/2015 18:39,Es,1083.6
28/05/2015 18:40,Es,1042.4
28/05/2015 18:41,Es,1022.5
28/05/2015 18:45,Es,720.5
28/05/2015 18:46,Es,710.7
28/05/2015 18:46,Es,787.6
28/05/2015 18:47,Es,658.1
28/05/2015 18:47,Es,658.1
28/05/2015 18:47,Es,711
28/05/2015 18:47,Es,931.1
28/05/2015 18:50,Es,977.8
28/05/2015 18:50,Es,977.8
28/05/2015 18:52,Es,951.9
28/05/2015 18:53,Es,805.3
28/05/2015 18:53,Es,869.8
28/05/2015 18:54,Es,777.9
28/05/2015 18:54,Es,869.8
28/05/2015 18:54,Es,1022.2
28/05/2015 18:56,Es,769.4
28/05/2015 18:56,Es,910.4
28/05/2015 18:56,Es,910.4
28/05/2015 18:58,Es,1017
28/05/2015 18:58,Es,1069.3
28/05/2015 19:00,Es,944.4
28/05/2015 19:00,Es,953.9
28/05/2015 19:01,Es,1021.4
28/05/2015 19:02,Es,726.3
28/05/2015 19:02,Es,984
28/05/2015 19:03,Es,825.6
28/05/2015 19:03,Es,984
28/05/2015 19:03,Es,1015.3
28/05/2015 19:04,Es,757.4
28/05/2015 19:05,Es,984
28/05/2015 19:06,Es,806.5
28/05/2015 19:07,Es,829.1
28/05/2015 19:07,Es,849
28/05/2015 19:09,Es,815.6
28/05/2015 19:10,Es,927.9
28/05/2015 19:11,Es,731.7
28/05/2015 19:11,Es,1027.7
28/05/2015 19:12,Es,869.8
28/05/2015 19:12,Es,1015.3
28/05/2015 19:14,Es,849
28/05/2015 19:15,Es,849
28/05/2015 19:15,Es,1015.3
28/05/2015 19:18,Es,679.1
28/05/2015 19:27,Es,731.7
31/05/2015 20:23,Es,1383.7
31/05/2015 20:26,Es,1351.1
31/05/2015 20:32,Es,1069.3
03/06/2015 12:39,Es,1287.3
03/06/2015 13:14,Es,1057.3
03/06/2015 13:22,Es,1134.4
03/06/2015 13:23,Es,1132.7
03/06/2015 13:23,Es,1137.2
03/06/2015 13:23,Es,1181.4
03/06/2015 13:25,Es,1131.5
03/06/2015 13:25,Es,1248
07/06/2015 12:31,Es,844.4
07/06/2015 12:32,Es,1021.4
08/06/2015 12:46,Es,951.3
08/06/2015 12:46,Es,1054.8
08/06/2015 20:38,Es,881.5
09/06/2015 12:12,Es,1252.1
09/06/2015 12:22,Es,1118.7
09/06/2015 12:22,Es,1214.3
09/06/2015 12:37,Es,1463.4
09/06/2015 13:58,Es,1077
09/06/2015 13:59,Es,1054.8
09/06/2015 14:05,Es,1007.4
09/06/2015 14:20,Es,1376.9
09/06/2015 14:22,Es,1166.8
09/06/2015 14:30,Es,1181.4
09/06/2015 14:32,Es,1072.8
09/06/2015 14:39,Es,1440
09/06/2015 14:42,Es,1069.8
09/06/2015 14:43,Es,977.8
09/06/2015 14:43,Es,1066.7
09/06/2015 14:43,Es,1069.3
09/06/2015 14:47,Es,1137.2
09/06/2015 14:56,Es,973.8
09/06/2015 15:18,Es,1255.2
11/06/2015 17:46,Es,969.2
11/06/2015 17:49,Es,851
11/06/2015 17:51,Es,992.9
11/06/2015 18:07,Es,806
11/06/2015 18:16,Es,935.2
11/06/2015 18:18,Es,861.7
12/06/2015 11:40,Es,1322.9
12/06/2015 11:41,Es,1168.3
12/06/2015 11:42,Es,1168.3
12/06/2015 11:42,Es,1322.9
12/06/2015 11:46,Es,1168.3
12/06/2015 11:47,Es,1204.9
12/06/2015 11:51,Es,1235
12/06/2015 11:56,Es,1235
12/06/2015 11:57,Es,1322.9
12/06/2015 12:02,Es,1034.2
12/06/2015 12:05,Es,1054.8
12/06/2015 12:06,Es,943.4
12/06/2015 12:09,Es,1058
12/06/2015 12:11,Es,1074.1
12/06/2015 12:12,Es,813
12/06/2015 12:16,Es,1074.1
12/06/2015 12:19,Es,1061.6
12/06/2015 12:23,Es,1037.6
12/06/2015 12:24,Es,1090.9
12/06/2015 12:30,Es,664.6
12/06/2015 12:35,Es,1033.4
12/06/2015 12:35,Es,1044.2
12/06/2015 12:36,Es,1076.3
12/06/2015 12:38,Es,650.4
12/06/2015 12:39,Es,1033.4
12/06/2015 12:46,Es,848.8
12/06/2015 12:46,Es,1007.4
12/06/2015 12:47,Es,945.6
12/06/2015 12:49,Es,848.8
12/06/2015 12:51,Es,854.1
12/06/2015 12:52,Es,745.3
12/06/2015 12:52,Es,807.4
12/06/2015 12:52,Es,847.7
12/06/2015 12:52,Es,848.8
12/06/2015 12:52,Es,861.8
12/06/2015 12:54,Es,682.9
12/06/2015 12:54,Es,683.2
12/06/2015 12:54,Es,717.3
12/06/2015 12:55,Es,1151.8
12/06/2015 12:56,Es,679.4
12/06/2015 12:56,Es,683.2
12/06/2015 12:56,Es,728.5
12/06/2015 12:57,Es,640.4
12/06/2015 12:57,Es,848.8
12/06/2015 12:57,Es,914.2
12/06/2015 12:58,Es,960.1
12/06/2015 12:59,Es,639.6
12/06/2015 12:59,Es,891.2
12/06/2015 13:00,Es,668.8
12/06/2015 13:00,Es,890
12/06/2015 13:02,Es,645.8
12/06/2015 13:02,Es,767.3
12/06/2015 13:03,Es,848.8
12/06/2015 13:03,Es,848.8
12/06/2015 13:03,Es,1033.4
12/06/2015 13:05,Es,949.7
12/06/2015 13:05,Es,963.4
12/06/2015 13:06,Es,848.8
12/06/2015 13:07,Es,663.6
12/06/2015 13:09,Es,815.1
12/06/2015 13:10,Es,864.8
12/06/2015 13:10,Es,924.8
12/06/2015 13:11,Es,835.1
12/06/2015 13:13,Es,822.8
12/06/2015 13:13,Es,890
12/06/2015 13:14,Es,720.4
12/06/2015 13:14,Es,862.1
12/06/2015 13:14,Es,1024.6
12/06/2015 13:15,Es,890
12/06/2015 13:16,Es,824.8
12/06/2015 13:16,Es,848.8
12/06/2015 13:16,Es,890
12/06/2015 13:17,Es,857.4
12/06/2015 13:20,Es,848.8
12/06/2015 13:24,Es,931.1
12/06/2015 13:50,Es,832.8
12/06/2015 18:10,Es,1190.5
12/06/2015 19:23,Es,1209.7
12/06/2015 19:44,Es,1300.5
13/06/2015 10:40,Es,1300.5
14/06/2015 13:49,Es,956.6
14/06/2015 16:29,MS,527.3
14/06/2015 20:47,Es,1152.3
14/06/2015 20:47,Es,1240.8
16/06/2015 11:56,Es,1087.5
16/06/2015 11:56,Es,1114.7
16/06/2015 11:56,Es,1117.2
16/06/2015 11:57,Es,1024.6
16/06/2015 11:58,Es,1070.1
16/06/2015 12:47,Es,1383.7
16/06/2015 14:03,Tropo,149.7
16/06/2015 14:31,Es,1160.8
16/06/2015 15:27,Es,1132.7
16/06/2015 17:10,Es,933.1
16/06/2015 17:14,Es,1209.5
16/06/2015 17:15,Es,1239.3
16/06/2015 17:21,Es,1140.9
16/06/2015 17:21,Es,1140.9
16/06/2015 17:22,Es,819.5
16/06/2015 17:22,Es,1036.5
16/06/2015 17:22,Es,1153.4
16/06/2015 17:22,Es,1218.3
16/06/2015 17:23,Es,1364.6
16/06/2015 17:24,Es,1036.5
16/06/2015 17:26,Es,1036.4
16/06/2015 17:26,Es,1050
16/06/2015 17:27,Es,1036.5
16/06/2015 17:27,Es,1368.7
16/06/2015 17:29,Es,885
16/06/2015 17:31,Es,941.1
16/06/2015 17:31,Es,1036.5
16/06/2015 17:31,Es,1137.5
16/06/2015 17:32,Es,843.4
16/06/2015 17:32,Es,1020
16/06/2015 17:33,Es,1140.9
16/06/2015 17:34,Es,721.8
16/06/2015 17:34,Es,1153.4
16/06/2015 17:35,Es,1140.9
16/06/2015 17:35,Es,1153.4
16/06/2015 17:35,Es,1156.5
16/06/2015 17:38,Es,1001
16/06/2015 17:42,Es,849.4
16/06/2015 17:42,Es,903.9
16/06/2015 17:43,Es,1190.5
16/06/2015 17:44,Es,952.9
16/06/2015 17:45,Es,1036.4
16/06/2015 17:45,Es,1153.4
16/06/2015 17:46,Es,1034.3
16/06/2015 17:46,Es,1035.8
16/06/2015 17:46,Es,1036.5
16/06/2015 17:47,Es,986.5
16/06/2015 17:47,Es,1036.5
16/06/2015 17:48,Es,919.6
16/06/2015 17:48,Es,1300.6
16/06/2015 17:49,Es,898.8
16/06/2015 17:49,Es,997.9
16/06/2015 17:52,Es,1036.5
16/06/2015 17:56,Es,849.4
16/06/2015 17:56,Es,1076.4
16/06/2015 18:00,Es,1288.3
16/06/2015 18:07,Es,765.8
16/06/2015 18:07,Es,1266.4
16/06/2015 18:10,Es,951.8
16/06/2015 18:10,Es,951.8
16/06/2015 18:13,Es,919.6
16/06/2015 18:15,Es,794.1
16/06/2015 18:19,Es,1048.2
16/06/2015 18:23,Es,994
16/06/2015 18:25,Es,1190.5
16/06/2015 18:32,Es,1298.2
16/06/2015 18:33,Es,1077.6
16/06/2015 18:34,Es,1077.6
16/06/2015 18:36,Es,1012.9
16/06/2015 18:47,Es,695.3
16/06/2015 18:48,Es,1075.8
16/06/2015 18:50,Es,1243.5
16/06/2015 18:51,Es,1243.5
16/06/2015 18:53,Es,772.1
16/06/2015 18:54,Es,750.6
16/06/2015 18:54,Es,1168.3
16/06/2015 18:55,Es,1191.8
16/06/2015 18:55,Es,1304.5
16/06/2015 19:03,Es,1075.8
16/06/2015 19:04,Es,982.5
16/06/2015 19:06,Es,1043.7
16/06/2015 19:11,Es,807.7
16/06/2015 19:11,Es,807.7
16/06/2015 19:12,Es,919.8
16/06/2015 19:12,Es,974.8
16/06/2015 19:15,Es,1300.5
16/06/2015 19:20,Es,946.8
16/06/2015 19:20,Es,994.4
16/06/2015 19:20,Es,994.6
16/06/2015 19:20,Es,994.6
16/06/2015 19:26,Es,762
16/06/2015 19:27,Es,1017.2
16/06/2015 19:30,Es,1266.5
16/06/2015 19:32,Es,1191.8
16/06/2015 19:33,Es,1266.5
16/06/2015 19:36,Es,1168.3
16/06/2015 19:38,Es,1160.8
16/06/2015 19:41,Es,1266.5
16/06/2015 19:43,Es,1191.8
16/06/2015 19:45,Es,942.2
16/06/2015 19:48,Es,1184.5
16/06/2015 19:56,Es,1285.7
16/06/2015 20:16,Es,1209.7
16/06/2015 20:18,Es,1168.3
18/06/2015 14:39,Es,1168.3
18/06/2015 14:56,Es,1243.5
18/06/2015 15:23,Es,960.1
18/06/2015 15:28,Es,726.3
18/06/2015 15:28,Es,1114.7
18/06/2015 15:30,Es,1007.4
18/06/2015 15:33,Es,1114.7
18/06/2015 15:36,Es,835.3
18/06/2015 15:36,Es,973
18/06/2015 17:26,Es,1300.5
18/06/2015 17:28,Es,1300.5
18/06/2015 17:30,Es,1191.8
18/06/2015 17:39,Es,645.8
18/06/2015 17:40,Es,1095.3
18/06/2015 17:41,Es,1044.2
18/06/2015 17:44,Es,1235
18/06/2015 18:15,Es,807.7
18/06/2015 18:20,Es,919.8
18/06/2015 18:27,Es,994.4
18/06/2015 18:30,Es,1191.8
18/06/2015 18:30,Es,1266.5
18/06/2015 18:31,Es,1266.5
18/06/2015 18:40,Es,1168.3
18/06/2015 18:49,Es,1075.8
18/06/2015 19:08,Es,1077.6
18/06/2015 19:28,Es,1298.2
18/06/2015 19:31,Es,1036.5
18/06/2015 19:33,Es,695.3
18/06/2015 19:36,Es,731.4
18/06/2015 19:39,Es,724.3
18/06/2015 19:40,Es,843.9
18/06/2015 19:54,Es,1266.4
18/06/2015 20:05,Es,1483.3
18/06/2015 20:08,Es,1226
18/06/2015 20:12,Es,919.8
18/06/2015 20:14,Es,723.9
18/06/2015 20:17,Es,723.9
18/06/2015 20:21,Es,1321.9
18/06/2015 20:45,Es,1122
18/06/2015 22:01,Es,1243.5
18/06/2015 22:02,Es,1017.2
